Entity,Year,Average annual hours worked by persons engaged (avh) (PWT 9.1 (2019)),Output-side real GDP per capita (gdppc_o) (PWT 9.1 (2019))
United States,1952,2026.7347,15640.824
United States,1953,2020.25,16093.898
United States,1954,1997.0837,15756.412
United States,1955,2004.5018,16666.355
United States,1956,1989.365,16746.922
United States,1957,1961.5238,16798.568
United States,1958,1927.5476,16344.845
United States,1959,1952.8529,17258.064
United States,1960,1934.2875,17462.627
United States,1961,1919.7972,17616.137
United States,1962,1939.2451,18395.605
United States,1963,1927.4596,18943.342
United States,1964,1933.1255,19808.615
United States,1965,1952.99,20839.193
United States,1966,1961.7112,21929.809
United States,1967,1938.9489,22214.24
United States,1968,1935.2845,23027.475
United States,1969,1935.9679,23530.121
United States,1970,1891.412,23285.578
United States,1971,1875.6472,23850.371
United States,1972,1873.3199,24927.619
United States,1973,1871.6733,26239.785
United States,1974,1843.8124,25758.158
United States,1975,1812.4165,25368.428
United States,1976,1808.4502,26590.994
United States,1977,1808.5083,27603.041
United States,1978,1814.8193,28931.008
United States,1979,1817.1194,29615.355
United States,1980,1801.3328,29154.891
United States,1981,1788.8071,29631.477
United States,1982,1771.0435,28651.811
United States,1983,1779.0808,29674.672
United States,1984,1794.722,31669.826
United States,1985,1800.7004,32498.301
United States,1986,1780.5117,33222.199
United States,1987,1787.9778,34065.383
United States,1988,1797.7433,35119.07
United States,1989,1809.9222,36008.68
United States,1990,1795.5515,36222.453
United States,1991,1787.2532,35723.078
United States,1992,1775.0881,36672.102
United States,1993,1790.0741,37376.816
United States,1994,1807.9658,38579.215
United States,1995,1817.5757,39214.816
United States,1996,1823.6223,40314.785
United States,1997,1828.6818,41664.156
United States,1998,1839.5144,43029.305
United States,1999,1841.6412,44498.793
United States,2000,1844.9187,45859.246
United States,2001,1823.8229,45743.305
United States,2002,1806.9037,45921.637
United States,2003,1791.0933,46805.535
United States,2004,1789.9679,48199.148
United States,2005,1787.311,49471.516
United States,2006,1787.5776,50456.047
United States,2007,1786.0842,50965.324
United States,2008,1767.0127,50403.328
United States,2009,1729.9553,48568.152
United States,2010,1736.095,49500.629
United States,2011,1745.0492,49967.895
United States,2012,1745.438,50840.309
United States,2013,1750.0786,51547.746
United States,2014,1754.4224,52504.051
United States,2015,1765.1826,53533.281
United States,2016,1760.796,53984.238
United States,2017,1757.2255,54794.758
Uruguay,1990,1788,8723.0625
Uruguay,1991,1781.501,9129.6602
Uruguay,1992,1775.0256,10214.629
Uruguay,1993,1768.5737,10514.393
Uruguay,1994,1762.1454,11318.921
Uruguay,1995,1755.7404,11166.086
Uruguay,1996,1749.3585,11760.177
Uruguay,1997,1743,11795.263
Uruguay,1998,1736.6646,11906.442
Uruguay,1999,1722,11200.741
Uruguay,2000,1704.0769,10674.38
Uruguay,2001,1672.7721,10169.12
Uruguay,2002,1635.8788,9352.4482
Uruguay,2003,1612.8038,9269.6055
Uruguay,2004,1638.4481,9589.4482
Uruguay,2005,1628.0012,10142.068
Uruguay,2006,1622.7958,10692.889
Uruguay,2007,1608.918,11757.53
Uruguay,2008,1623.9033,13097.273
Uruguay,2009,1595.3755,13847.069
Uruguay,2010,1590.4384,15783.405
Uruguay,2011,1585.9154,17174.029
Uruguay,2012,1571.8634,17854.842
Uruguay,2013,1566.2067,18652.686
Uruguay,2014,1562.999,19472.594
Uruguay,2015,1552.347,19144.82
Uruguay,2016,1552.347,19423.277
Uruguay,2017,1552.347,19722.965
Venezuela,1950,2179,5435.6143
Venezuela,1951,2162.9802,5765.9346
Venezuela,1952,2147.0784,6327.9722
Venezuela,1953,2131.2932,6236.8477
Venezuela,1954,2115.6243,6617.6489
Venezuela,1955,2100.0706,6744.7095
Venezuela,1956,2084.6311,6982.8062
Venezuela,1957,2069.3052,7321.1309
Venezuela,1958,2054.0918,7412.1729
Venezuela,1959,2038.9904,7469.6724
Venezuela,1960,2024,6749.8521
Venezuela,1961,2016.5787,6721.124
Venezuela,1962,2009.1847,6972.6826
Venezuela,1963,2001.8177,7222.311
Venezuela,1964,1994.4778,7757.3745
Venezuela,1965,1987.1648,7779.6987
Venezuela,1966,1979.8787,7548.52
Venezuela,1967,1972.6191,7550.6792
Venezuela,1968,1965.3862,8139.0542
Venezuela,1969,1958.1799,8324.8477
Venezuela,1970,1951,9114.5098
Venezuela,1971,1955.6555,8623.9404
Venezuela,1972,1960.3223,8648.7666
Venezuela,1973,1965,9367.209
Venezuela,1974,1969.5398,11239.064
Venezuela,1975,1974.0902,10708.083
Venezuela,1976,1978.651,11007.692
Venezuela,1977,1983.2224,11130.509
Venezuela,1978,1987.8043,10675.917
Venezuela,1979,1992.3969,10981.046
Venezuela,1980,1997,10558.305
Venezuela,1981,1985.9822,10277.941
Venezuela,1982,1975.0251,9498.2422
Venezuela,1983,1964.1285,9254.79
Venezuela,1984,1953.2921,9199.4551
Venezuela,1985,1942.5154,8450.2148
Venezuela,1986,1931.7982,7727.4966
Venezuela,1987,1921.1401,7711.936
Venezuela,1988,1910.5408,7759.7886
Venezuela,1989,1900,7144.9507
Venezuela,1990,1889,7481.3013
Venezuela,1991,1878.4707,7881.3892
Venezuela,1992,1868,8025.855
Venezuela,1993,1888.8833,7528.2334
Venezuela,1994,1910,7018.5098
Venezuela,1995,1915.2285,7286.0337
Venezuela,1996,1920.4713,7098.1455
Venezuela,1997,1925.7284,7122.2407
Venezuela,1998,1931,6429.9897
Venezuela,1999,1886.8966,6469.5713
Venezuela,2000,1898.5117,7682.1401
Venezuela,2001,1869.4724,7343.0508
Venezuela,2002,1829.0203,6845.481
Venezuela,2003,1801.2109,6608.3403
Venezuela,2004,1896.6949,8338.2041
Venezuela,2005,1922.8501,10490.748
Venezuela,2006,1903.8516,12223.41
Vietnam,1970,2617.082,834.53107
Vietnam,1971,2618.4055,823.25616
Vietnam,1972,2619.8298,920.97546
Vietnam,1973,2620.6924,869.98633
Vietnam,1974,2621.9473,899.55463
Vietnam,1975,2622.2305,803.58698
Vietnam,1976,2623.5054,860.97266
Vietnam,1977,2625.7358,975.24396
Vietnam,1978,2626.2886,964.73926
Vietnam,1979,2627.8647,1012.1694
Vietnam,1980,2629.6807,1033.2858
Vietnam,1981,2631.8984,1033.3298
Vietnam,1982,2633.2598,1007.6201
Vietnam,1983,2634.9053,1039.5154
Vietnam,1984,2637.0962,1088.8362
Vietnam,1985,2638.3945,1117.8456
Vietnam,1986,2637.0444,1123.4102
Vietnam,1987,2640.365,1128.2161
Vietnam,1988,2641.1133,1156.5005
Vietnam,1989,2641.7573,1112.1067
Vietnam,1990,2643.469,1129.7075
Vietnam,1991,2644.7563,1244.9948
Vietnam,1992,2646.5408,1314.217
Vietnam,1993,2647.239,1459.4875
Vietnam,1994,2648.5125,1518.5922
Vietnam,1995,2648.729,1622.1221
Vietnam,1996,2648.8669,1817.2936
Vietnam,1997,2317.3438,1929.2627
Vietnam,1998,2362.4314,1986.063
Vietnam,1999,2362.1404,1976.2406
Vietnam,2000,2393.6313,2106.9082
Vietnam,2001,2246.991,2225.0088
Vietnam,2002,2230.7598,2411.1738
Vietnam,2003,2254.8853,2601.9329
Vietnam,2004,2207.4919,2795.022
Vietnam,2005,2191.7068,3055.5317
Vietnam,2006,2240.8411,3263.8557
Vietnam,2007,2241.1814,3674.874
Vietnam,2008,2336.6824,3943.917
Vietnam,2009,2405.3545,3922.0005
Vietnam,2010,2300.02,4428.4214
Vietnam,2011,2331.2832,4779.541
Vietnam,2012,2310.541,4933.5288
Vietnam,2013,2267.4883,5157.1328
Vietnam,2014,2150.6357,5437.5781
Vietnam,2015,2169.5916,5462.5864
Vietnam,2016,2169.5916,5485.8125
Vietnam,2017,2169.5916,5846.1821
