Entity,Year,Average annual hours worked by persons engaged (avh) (PWT 9.1 (2019)),Output-side real GDP per capita (gdppc_o) (PWT 9.1 (2019))
Luxembourg,1974,1768.983,23957.936
Luxembourg,1975,1741.355,20513.096
Luxembourg,1976,1757.8225,21701.854
Luxembourg,1977,1732.7194,21765.609
Luxembourg,1978,1715.1189,22877.127
Luxembourg,1979,1698.5089,23649.279
Luxembourg,1980,1682.3013,23978.266
Luxembourg,1981,1658.0519,23005.549
Luxembourg,1982,1640.4119,23023.971
Luxembourg,1983,1634.7815,22907.174
Luxembourg,1984,1621.1965,22609.547
Luxembourg,1985,1634.8575,22373.271
Luxembourg,1986,1626.6595,25737.367
Luxembourg,1987,1624.8335,26369.734
Luxembourg,1988,1644.8755,28983.32
Luxembourg,1989,1633.9436,32207.615
Luxembourg,1990,1633.9415,33461.379
Luxembourg,1991,1616.6366,36711.488
Luxembourg,1992,1595.6875,36764.75
Luxembourg,1993,1602.0656,38965.109
Luxembourg,1994,1581.1226,40569.613
Luxembourg,1995,1592.6145,40390.867
Luxembourg,1996,1599.5625,40564.355
Luxembourg,1997,1598.037,43855.984
Luxembourg,1998,1593.3136,46915.438
Luxembourg,1999,1591.7571,51821.871
Luxembourg,2000,1602.2155,57062.16
Luxembourg,2001,1585.72,53040.594
Luxembourg,2002,1580.6825,51204.078
Luxembourg,2003,1578.9333,49380.414
Luxembourg,2004,1577.8783,45351.938
Luxembourg,2005,1549.8424,56529.117
Luxembourg,2006,1552.2755,55356.727
Luxembourg,2007,1566.2959,58264.945
Luxembourg,2008,1566.969,56570.125
Luxembourg,2009,1516.4703,51742.883
Luxembourg,2010,1516.4979,57882.809
Luxembourg,2011,1515.0692,54199.086
Luxembourg,2012,1508.0867,58092.125
Luxembourg,2013,1502.6809,55527.98
Luxembourg,2014,1508.2611,64658.273
Luxembourg,2015,1521.0288,69708.117
Luxembourg,2016,1519.5106,72530.203
Luxembourg,2017,1518.8575,74605.234
Malaysia,1970,2258.9963,3428.7942
Malaysia,1971,2260.5723,4096.5313
Malaysia,1972,2262.1729,4307.2378
Malaysia,1973,2263.8052,4743.2974
Malaysia,1974,2265.4771,5132.5474
Malaysia,1975,2267.1948,4847.5522
Malaysia,1976,2269.095,5274.2197
Malaysia,1977,2270.9912,5569.4033
Malaysia,1978,2272.8708,5812.9839
Malaysia,1979,2274.7268,6160.8999
Malaysia,1980,2276.562,6560.1084
Malaysia,1981,2277.6987,6826.8364
Malaysia,1982,2278.4895,7094.8667
Malaysia,1983,2277.4053,7359.187
Malaysia,1984,2283.334,7733.7661
Malaysia,1985,2279.4492,6962.1558
Malaysia,1986,2272.2869,6261.854
Malaysia,1987,2273.1543,6559.2065
Malaysia,1988,2271.488,6964.1309
Malaysia,1989,2279.645,7520.5786
Malaysia,1990,2283.2698,8276.4189
Malaysia,1991,2290.6899,8951.3428
Malaysia,1992,2298.1726,9279.8242
Malaysia,1993,2299.5669,9884.3584
Malaysia,1994,2299.925,10435.659
Malaysia,1995,2300.3152,11347.92
Malaysia,1996,2300.7361,12065.231
Malaysia,1997,2305.6272,12368.026
Malaysia,1998,2302.7126,10290.027
Malaysia,1999,2304.0952,10546.733
Malaysia,2000,2303.3127,11914.924
Malaysia,2001,2306.7595,11504.246
Malaysia,2002,2334.0334,11944.33
Malaysia,2003,2324.4751,12486.643
Malaysia,2004,2318.8247,13431.061
Malaysia,2005,2361.2639,15053.963
Malaysia,2006,2349.0852,15076.896
Malaysia,2007,2324.4524,16380.521
Malaysia,2008,2298.3066,18092.984
Malaysia,2009,2306.564,16735.193
Malaysia,2010,2290.2117,17913.164
Malaysia,2011,2285.8323,19988.979
Malaysia,2012,2268.6323,20889.135
Malaysia,2013,2240.9502,21814.16
Malaysia,2014,2249.6169,22044.496
Malaysia,2015,2238.2729,21489.604
Malaysia,2016,2238.2729,21804.357
Malaysia,2017,2238.2729,22775.844
Malta,1994,2258.4878,14600.33
Malta,1995,2257.2898,14610.311
Malta,1996,2250.3857,14483.909
Malta,1997,2252.865,16576.885
Malta,1998,2277.3828,17185.076
Malta,1999,2254.384,17934.92
Malta,2000,2251.1816,21808.197
Malta,2001,2159.3369,19305.783
Malta,2002,2216.6877,19643.627
Malta,2003,2191.6677,20578.281
Malta,2004,2091.1963,19368.768
Malta,2005,2157.9136,21823.207
Malta,2006,2162.856,21386.166
Malta,2007,2153.3037,22403.018
Malta,2008,2162.9739,22300.324
Malta,2009,2168.4038,22134.387
Malta,2010,2110.2021,22983.451
Malta,2011,2052.0757,23231.088
Malta,2012,2027.42,23509.707
Malta,2013,2008.3445,23098.021
Malta,2014,1976.5052,23144.875
Malta,2015,1964.5587,27477.234
Malta,2016,2031.9048,27904.061
Malta,2017,2040.0317,30830.996
Mexico,1950,2431.7302,4487.7998
Mexico,1951,2431.2783,4723.7607
Mexico,1952,2430.8264,4787.4014
Mexico,1953,2430.3748,4590.2207
Mexico,1954,2429.9231,4947.4775
Mexico,1955,2429.4714,5200.2578
Mexico,1956,2429.0198,5399.6929
Mexico,1957,2428.5684,5628.189
Mexico,1958,2428.1169,5721.062
Mexico,1959,2427.6658,5686.1992
Mexico,1960,2427.2146,5919.7603
Mexico,1961,2417.5605,5901.6875
Mexico,1962,2407.9448,5937.1782
Mexico,1963,2398.3674,6280.0747
Mexico,1964,2388.8281,6907.6812
Mexico,1965,2379.3269,7060.5703
Mexico,1966,2369.8633,7274.436
Mexico,1967,2360.4373,7430.0132
Mexico,1968,2351.0488,7830.0386
Mexico,1969,2341.6978,7883.0664
Mexico,1970,2332.3838,8122.0229
Mexico,1971,2330.5007,8201.1104
Mexico,1972,2328.6191,8611.8574
Mexico,1973,2326.7393,9037.9316
Mexico,1974,2325.123,9328.2217
Mexico,1975,2323.5081,9547.6484
Mexico,1976,2321.894,9795.8594
Mexico,1977,2320.2815,9906.5859
Mexico,1978,2318.6697,10553.716
Mexico,1979,2317.0593,11387.169
Mexico,1980,2315.4497,12271.226
Mexico,1981,2316.4517,13015.533
Mexico,1982,2317.4539,12592.113
Mexico,1983,2318.4563,11572.389
Mexico,1984,2319.4595,11739.616
Mexico,1985,2320.4629,11603.933
Mexico,1986,2321.4668,10686.283
Mexico,1987,2322.4712,10665.947
Mexico,1988,2323.4761,10537.96
Mexico,1989,2324.4812,10743.782
Mexico,1990,2325.6104,11249.528
Mexico,1991,2319.2534,11530.837
Mexico,1992,2312.9143,11798.168
Mexico,1993,2306.5923,12924.658
Mexico,1994,2294,13327.99
Mexico,1995,2294,10599.875
Mexico,1996,2314,10710.146
Mexico,1997,2322,11353.299
Mexico,1998,2291,12051.537
Mexico,1999,2306,12230.764
Mexico,2000,2311,12936.47
Mexico,2001,2285,12764.813
Mexico,2002,2271,12447.021
Mexico,2003,2277,12326.068
Mexico,2004,2271,12978.889
Mexico,2005,2290,13690.058
Mexico,2006,2278,13994.112
Mexico,2007,2260,14217.104
Mexico,2008,2264,14379.959
Mexico,2009,2255,13618.062
Mexico,2010,2254,14507.013
Mexico,2011,2248,15542.918
Mexico,2012,2239,15979.892
Mexico,2013,2244,16503.945
Mexico,2014,2242,17223.215
Mexico,2015,2248,16903.82
Mexico,2016,2255,17171.139
Mexico,2017,2255,17382.658
Myanmar,1970,2451.2358,788.40491
Myanmar,1971,2451.0273,795.78619
Myanmar,1972,2450.8252,772.55536
Myanmar,1973,2450.6233,757.21753
Myanmar,1974,2449.9067,759.9104
Myanmar,1975,2449.1809,773.40204
Myanmar,1976,2448.3887,793.68823
Myanmar,1977,2447.6335,805.44897
Myanmar,1978,2446.9165,820.67169
Myanmar,1979,2446.2368,832.64813
Myanmar,1980,2445.5898,880.07935
Myanmar,1981,2444.5784,911.99268
Myanmar,1982,2443.6143,951.0238
Myanmar,1983,2442.689,977.93878
Myanmar,1984,2443.3994,1022.8112
Myanmar,1985,2444.1794,1018.9731
Myanmar,1986,2445.1855,992.26196
Myanmar,1987,2446.2239,943.51331
Myanmar,1988,2447.2898,806.24738
Myanmar,1989,2448.3792,809.77759
Myanmar,1990,2449.4873,811.77362
Myanmar,1991,2449.9634,773.26483
Myanmar,1992,2449.3638,821.8653
Myanmar,1993,2448.7241,1049.4807
Myanmar,1994,2448.0374,1001.0235
Myanmar,1995,2447.2981,1101.8232
Myanmar,1996,2446.9963,1095.6333
Myanmar,1997,2446.6213,1080.0964
Myanmar,1998,2446.1975,1255.6583
Myanmar,1999,2445.7458,1203.769
Myanmar,2000,2445.2773,1162.8105
Myanmar,2001,2444.8813,1230.7003
Myanmar,2002,2444.4875,1236.8448
Myanmar,2003,2444.0911,1424.1458
Myanmar,2004,2443.6851,1518.5931
Myanmar,2005,2443.2632,1717.8849
Myanmar,2006,2442.7166,1903.6505
Myanmar,2007,2442.1189,2125.9673
Myanmar,2008,2441.4534,2493.9751
Myanmar,2009,2440.6943,2715.6521
Myanmar,2010,2439.7983,3422.2415
Myanmar,2011,2439.4463,3904.5854
Myanmar,2012,2439.0742,4296.189
Myanmar,2013,2438.6584,4909.6216
Myanmar,2014,2438.1577,5307.2236
Myanmar,2015,2437.8633,5454.0376
Myanmar,2016,2437.8633,5484.3887
Myanmar,2017,2437.8633,5730.1064
Netherlands,1950,1993.9949,7835.3999
Netherlands,1951,1979.3413,8090.6123
Netherlands,1952,1964.7954,8188.0938
Netherlands,1953,1950.3564,8769.292
Netherlands,1954,1936.0237,9185.4697
Netherlands,1955,1921.7961,9843.7998
Netherlands,1956,1907.6732,10105.561
Netherlands,1957,1893.6541,10350.82
Netherlands,1958,1879.7379,10161.542
Netherlands,1959,1865.9241,10594.616
Netherlands,1960,1852.2117,11461.349
Netherlands,1961,1850.542,11571.952
Netherlands,1962,1848.8738,11910.418
Netherlands,1963,1847.2072,11850.45
Netherlands,1964,1845.542,13046.359
Netherlands,1965,1843.8783,13420.355
Netherlands,1966,1842.2162,13490.457
Netherlands,1967,1840.5555,14072.765
Netherlands,1968,1838.8964,14842.305
Netherlands,1969,1875.0446,15936.525
Netherlands,1970,1835.5825,16716.73
Netherlands,1971,1802.0966,17424.063
Netherlands,1972,1800.3485,17908.621
Netherlands,1973,1773.9435,18980.012
Netherlands,1974,1720.4615,20519.375
Netherlands,1975,1667.3665,20098.686
Netherlands,1976,1651.4924,20928.75
Netherlands,1977,1631.2665,21065.047
Netherlands,1978,1602.7205,21529.297
Netherlands,1979,1581.2885,22022.943
Netherlands,1980,1578.3605,22816.479
Netherlands,1981,1577.8354,22033.293
Netherlands,1982,1563.3324,21314.689
Netherlands,1983,1548.4104,21275.615
Netherlands,1984,1540.2925,21597.855
Netherlands,1985,1523.8414,20991.938
Netherlands,1986,1508.9044,21822.764
Netherlands,1987,1487.6425,21916.75
Netherlands,1988,1484.4354,22647.904
Netherlands,1989,1479.6885,23478.271
Netherlands,1990,1473.8715,24817.055
Netherlands,1991,1464.7715,25427.816
Netherlands,1992,1471.1754,25614.637
Netherlands,1993,1460.8594,26304.543
Netherlands,1994,1468.4915,26892.184
Netherlands,1995,1479.2355,28070.57
Netherlands,1996,1494.4548,29106.844
Netherlands,1997,1480.0753,30976.475
Netherlands,1998,1476.3424,31800.34
Netherlands,1999,1475.2928,34100.586
Netherlands,2000,1462.0212,37274.07
Netherlands,2001,1451.8977,37551.523
Netherlands,2002,1434.8143,37352.734
Netherlands,2003,1426.554,37199.102
Netherlands,2004,1447.5278,37723.113
Netherlands,2005,1433.5756,42666.082
Netherlands,2006,1430.4602,43585.457
Netherlands,2007,1429.7458,46372.727
Netherlands,2008,1430.0443,48119.07
Netherlands,2009,1421.9767,43955.371
Netherlands,2010,1421.3412,44004.145
Netherlands,2011,1422.4435,44757.707
Netherlands,2012,1413.1395,45481.406
Netherlands,2013,1417.5695,48067.875
Netherlands,2014,1428.8756,45789.117
Netherlands,2015,1423.9202,45060.969
Netherlands,2016,1436.729,44591.039
Netherlands,2017,1430.0229,46601.563
New Zealand,1970,1900.6941,15108.938
New Zealand,1971,1896.7161,15593.844
New Zealand,1972,1892.9427,16152.029
New Zealand,1973,1889.1609,17090.496
New Zealand,1974,1885.3789,17458.506
New Zealand,1975,1881.6034,16846.102
New Zealand,1976,1877.8325,17186.164
New Zealand,1977,1874.0708,16426.604
New Zealand,1978,1870.369,16265.505
New Zealand,1979,1866.3364,16182.041
New Zealand,1980,1864.4515,16265.303
New Zealand,1981,1861.2894,16723.15
New Zealand,1982,1846.8429,16756.703
New Zealand,1983,1844.5219,17583.969
New Zealand,1984,1852.9146,18261.471
New Zealand,1985,1837.2321,17857.855
New Zealand,1986,1834,19016.783
New Zealand,1987,1838,19750.084
New Zealand,1988,1829,20584.471
New Zealand,1989,1820,20608.096
New Zealand,1990,1809,20580.633
New Zealand,1991,1792,19852.834
New Zealand,1992,1799,20079.287
New Zealand,1993,1853,21248.818
New Zealand,1994,1848,22273.049
New Zealand,1995,1841,23143.967
New Zealand,1996,1834,24040.166
New Zealand,1997,1826,24698.799
New Zealand,1998,1829,24927.207
New Zealand,1999,1845,26313.357
New Zealand,2000,1836,26470.395
New Zealand,2001,1825,26958.17
New Zealand,2002,1826,27324.732
New Zealand,2003,1823,27802.158
New Zealand,2004,1830,27669.908
New Zealand,2005,1815,28453.109
New Zealand,2006,1795,28521.24
New Zealand,2007,1774,30204.309
New Zealand,2008,1761,30201.24
New Zealand,2009,1740,30071.428
New Zealand,2010,1755,30867.053
New Zealand,2011,1746,31903.787
New Zealand,2012,1734,31791.236
New Zealand,2013,1752,33290.457
New Zealand,2014,1762,34784.367
New Zealand,2015,1757,34812.035
New Zealand,2016,1752,35936.344
New Zealand,2017,1752,36537.797
Nigeria,2010,1996.6565,5186.3047
Nigeria,2011,1984.2125,5192.1504
Nigeria,2012,1880.9844,5482.6797
Nigeria,2013,1893.6323,5495.8389
Nigeria,2014,1909.653,5508.2881
Nigeria,2015,1703.4781,4965.561
Nigeria,2016,1827.2401,4426.3672
Nigeria,2017,1827.2401,4285.0645
Norway,1950,2129.4849,8509.9873
Norway,1951,2118.7014,8877.458
Norway,1952,2107.9727,9230.418
Norway,1953,2097.2981,9597.2236
Norway,1954,2086.6777,9754.3604
Norway,1955,2076.1111,9979.1855
Norway,1956,2065.5979,10265.88
Norway,1957,2055.1379,10655.331
Norway,1958,2044.7311,10487.658
Norway,1959,2034.3768,10661.563
Norway,1960,2024.075,10814.535
Norway,1961,2009.3054,11339.486
Norway,1962,1994.6438,11457.05
Norway,1963,1985.6454,11763.857
Norway,1964,1995.6436,12404.318
Norway,1965,1950.6516,13005.87
Norway,1966,1951.6514,13363.947
Norway,1967,1935.6543,14096.889
Norway,1968,1896.6613,14489.142
Norway,1969,1848.6698,14937.827
Norway,1970,1834.6724,12190.147
Norway,1971,1812.6763,12996.649
Norway,1972,1779.6821,14290.029
Norway,1973,1765.6847,14621.907
Norway,1974,1744.6884,15856.509
Norway,1975,1727.6914,17593.662
Norway,1976,1674.0947,19484.211
Norway,1977,1637.9404,20024.777
Norway,1978,1601.4917,21560.127
Norway,1979,1580.1366,22848.783
Norway,1980,1579.7845,24258.137
Norway,1981,1569.9088,24393.48
Norway,1982,1558.481,24084.199
Norway,1983,1553.8071,25135.75
Norway,1984,1548.6146,26612.787
Norway,1985,1542.6471,26753.857
Norway,1986,1538.2059,25776.717
Norway,1987,1510.6976,26320.631
Norway,1988,1513.5641,25128.373
Norway,1989,1510.8329,26010.459
Norway,1990,1502.6711,28637.889
Norway,1991,1500.4907,28556.041
Norway,1992,1510.3245,29290.582
Norway,1993,1506.5886,29431.27
Norway,1994,1504.5739,30415.049
Norway,1995,1487.7358,32595.947
Norway,1996,1482.2007,36455.941
Norway,1997,1477.5382,38306.41
Norway,1998,1475.7112,36239.301
Norway,1999,1474.8483,40213.816
Norway,2000,1456.4656,49518.625
Norway,2001,1430.8419,49814.926
Norway,2002,1416.3457,47715.855
Norway,2003,1404.5042,51127.16
Norway,2004,1423.8383,54257.918
Norway,2005,1427.7825,66904.055
Norway,2006,1425.226,72366.961
Norway,2007,1434.3196,72809.102
Norway,2008,1438.6703,81911.469
Norway,2009,1416.8906,68360.867
Norway,2010,1426.4763,73262.68
Norway,2011,1430.038,80391.633
Norway,2012,1428.465,83851.234
Norway,2013,1417.9874,81761.359
Norway,2014,1420.2477,75652.117
Norway,2015,1422.5608,62841.77
Norway,2016,1429.0883,59646.379
Norway,2017,1417.4723,60590.25
Pakistan,1970,2215.5176,1816.3463
Pakistan,1971,2256.3687,1804.0172
Pakistan,1972,2204.0798,1796.9149
Pakistan,1973,2238.2603,1840.0109
Pakistan,1974,2270.1731,1859.844
Pakistan,1975,2308.2813,1873.6948
Pakistan,1976,2265.5247,1917.1543
Pakistan,1977,2220.8157,1917.384
Pakistan,1978,2176.0486,1985.0807
Pakistan,1979,2130.6965,2006.8962
Pakistan,1980,2143.271,2085.2834
Pakistan,1981,2125.9895,2141.1455
Pakistan,1982,2129.3101,2174.1565
Pakistan,1983,2132.9883,2235.6191
Pakistan,1984,2140.3125,2288.6819
Pakistan,1985,2157.97,2355.3445
Pakistan,1986,2164.0027,2350.9946
Pakistan,1987,2134.238,2425.8323
Pakistan,1988,2108.9004,2516.4214
Pakistan,1989,2138.9285,2555.729
Pakistan,1990,2167.2649,2541.8813
Pakistan,1991,2205.8513,2479.7563
Pakistan,1992,2202.4463,2568.8035
Pakistan,1993,2233.5469,2582.9497
Pakistan,1994,2195.5017,2552.1702
Pakistan,1995,2217.4604,2640.8633
Pakistan,1996,2211.9167,2729.7493
Pakistan,1997,2199.7478,2658.4993
Pakistan,1998,2177.5776,2706.7129
Pakistan,1999,2179.28,2708.1909
Pakistan,2000,2186.4368,2727.4919
Pakistan,2001,2178.7424,2689.7397
Pakistan,2002,2169.9292,2746.126
Pakistan,2003,2184.9133,2775.4937
Pakistan,2004,2176.8701,2946.564
Pakistan,2005,2164.6743,3201.2869
Pakistan,2006,2131.4966,3472.4043
Pakistan,2007,2135.8044,3674.6938
Pakistan,2008,2128.708,3832.2263
Pakistan,2009,2109.1353,3985.9451
Pakistan,2010,2127.9233,4171.4165
Pakistan,2011,2114.8743,4454.6206
Pakistan,2012,2101.45,4516.8423
Pakistan,2013,2088.7529,4592.5928
Pakistan,2014,2095.2488,4725.5215
Pakistan,2015,2096.1443,4815.9243
Pakistan,2016,2096.1443,5037.855
Pakistan,2017,2096.1443,5303.3789
Peru,1950,2157,2061.8445
Peru,1951,2151.7302,2167.0757
Peru,1952,2146.4736,2235.344
Peru,1953,2141.2297,2294.584
Peru,1954,2135.9985,2379.4121
Peru,1955,2130.78,2443
Peru,1956,2125.5745,2463.9507
Peru,1957,2120.3816,2592.4502
Peru,1958,2115.2014,2492.5442
Peru,1959,2110.0339,2476.3862
Peru,1960,2104.8789,2661.1257
Peru,1961,2099.7366,2769.7563
Peru,1962,2094.6069,2929.8083
Peru,1963,2089.4897,3004.8325
Peru,1964,2084.385,3113.0542
Peru,1965,2079.2927,3224.3801
Peru,1966,2074.2129,3373.5352
Peru,1967,2069.1455,3442.2864
Peru,1968,2064.0906,3336.499
Peru,1969,2059.0479,3399.6475
Peru,1970,2054.0173,3497.7385
Peru,1971,2048.9993,3615.0891
Peru,1972,2043.9935,3612.0107
Peru,1973,2039,3823.6211
Peru,1974,2032.4211,4061.6628
Peru,1975,2025.8635,4149.1694
Peru,1976,2019.327,4064.051
Peru,1977,2012.8116,3900.8562
Peru,1978,2006.3173,3692.7544
Peru,1979,1999.8439,3678.4961
Peru,1980,1993.3912,3926.4758
Peru,1981,1986.9596,4152.833
Peru,1982,1980.5486,4081.3911
Peru,1983,1974.1583,3684.6421
Peru,1984,1967.7887,3757.3521
Peru,1985,1961.4396,3676.4617
Peru,1986,1955.111,4134.4165
Peru,1987,1948.8027,4532.1274
Peru,1988,1942.5149,4200.7432
Peru,1989,1936.2473,3430.1208
Peru,1990,1930,3398.9451
Peru,1991,1928.9998,3475.0862
Peru,1992,1928,3485.342
Peru,1993,1927.6665,3655.4426
Peru,1994,1927.3331,4194.4194
Peru,1995,1926.9998,4625.2915
Peru,1996,1926.6664,4807.0527
Peru,1997,1926.3331,5056.1694
Peru,1998,1926,4881.2222
Peru,1999,1890.957,4810.7202
Peru,2000,2005.0114,4876.3838
Peru,2001,1982.5784,4839.8584
Peru,2002,2003.0768,5071.5015
Peru,2003,1985.3206,5319.4023
Peru,2004,1974.6361,5672.3931
Peru,2005,1956.4169,6186.249
Peru,2006,1968.9254,6934.585
Peru,2007,1989.0568,7619.208
Peru,2008,1989.981,8264.1357
Peru,2009,1960.8812,8232.0938
Peru,2010,1926.2219,9262.1641
Peru,2011,1923.7831,10082.976
Peru,2012,1923.4186,10580.962
Peru,2013,1919.1624,10864.525
Peru,2014,1904.4829,10990.931
Peru,2015,1932.4581,10942.126
Peru,2016,1932.4581,11183.41
Peru,2017,1932.4581,11370.371
Philippines,1970,2113.6689,2244.7261
Philippines,1971,2116.4604,2320.9946
Philippines,1972,2118.3684,2390.3606
Philippines,1973,2109.4307,2524.2241
Philippines,1974,2120.0684,2612.2905
Philippines,1975,2124.2627,2771.1445
Philippines,1976,2124.6768,2876.6357
Philippines,1977,2161.4109,2895.4702
Philippines,1978,2136.6262,3001.9307
Philippines,1979,2135.6489,2991.8098
Philippines,1980,2134.4941,3198.8809
Philippines,1981,2135.5039,3267.1963
Philippines,1982,2131.0586,3339.5874
Philippines,1983,2141.8547,3283.4768
Philippines,1984,2172.7959,2984.7422
Philippines,1985,2174.2009,2744.7322
Philippines,1986,2171.3867,2838.6882
Philippines,1987,2179.793,3053.1543
Philippines,1988,2188.2681,3297.3752
Philippines,1989,2197.3484,3510.9924
Philippines,1990,2191.7815,3757.1965
Philippines,1991,2176.1108,3743.8188
Philippines,1992,2175.9771,3832.1072
Philippines,1993,2135.9644,3981.3931
Philippines,1994,2149.8604,4341.6777
Philippines,1995,2129.8364,4690.3135
Philippines,1996,2094.2141,5011.9424
Philippines,1997,2098.4424,4819.8882
Philippines,1998,2091.7673,4332.623
Philippines,1999,2081.3909,4131.8701
Philippines,2000,2086.844,4162.4141
Philippines,2001,2079.7271,4112.3486
Philippines,2002,2061.2661,4083.2563
Philippines,2003,2077.873,4099.6543
Philippines,2004,2084.7686,4138.2568
Philippines,2005,2103.6121,4222.9087
Philippines,2006,2077.9478,4356.3823
Philippines,2007,2093.1072,4619.7583
Philippines,2008,2113.2456,4852.9175
Philippines,2009,2117.425,4969.9663
Philippines,2010,2124.781,5391.2339
Philippines,2011,2126.8171,5802.6426
Philippines,2012,2132.0334,5949.812
Philippines,2013,2141.512,6332.7104
Philippines,2014,2143.2434,6537.252
Philippines,2015,2148.5645,6824.7671
Philippines,2016,2148.5645,7342.8218
Philippines,2017,2148.5645,7679.1758
Poland,1993,2070.8213,8870.8281
Poland,1994,2084.6243,9521.833
Poland,1995,2081.9163,10483.856
Poland,1996,2082.0403,11360.136
Poland,1997,2081.8833,12096.234
Poland,1998,2081.8135,12572.145
Poland,1999,2079.9983,13257.335
Poland,2000,2081.6973,13557.45
Poland,2001,2083.6909,13618.021
Poland,2002,2078.4751,13936.233
Poland,2003,2084.1721,14078.92
Poland,2004,2084.5327,14616.468
Poland,2005,2079.0483,15396.233
Poland,2006,2080.5796,15982.439
Poland,2007,2077.6145,17387.738
Poland,2008,2069.6001,18511.736
Poland,2009,2054,19170.471
Poland,2010,2048.8,21006.027
Poland,2011,2043.6,22453.094
Poland,2012,2038.4,23221.25
Poland,2013,2034.7546,23267.174
Poland,2014,2041.3219,23611.207
Poland,2015,2049.009,24764.457
Poland,2016,2050.3591,25233.961
Poland,2017,2028.4952,26636.91
Portugal,1950,2399.4299,2649.24
Portugal,1951,2384.1846,2937.8635
Portugal,1952,2369.0359,3044.1665
Portugal,1953,2353.9834,3180.5046
Portugal,1954,2339.0269,3293.7673
Portugal,1955,2324.165,3389.4692
Portugal,1956,2309.3977,3517.436
Portugal,1957,2294.7244,3650.9734
Portugal,1958,2280.1443,3653.7668
Portugal,1959,2265.6565,3829.1387
Portugal,1960,2251.261,4079.9121
Portugal,1961,2238.8623,4306.5518
Portugal,1962,2226.5317,4613.2266
Portugal,1963,2214.269,4850.6914
Portugal,1964,2202.074,5024.8594
Portugal,1965,2189.946,5376.002
Portugal,1966,2177.885,5520.8232
Portugal,1967,2165.8904,5942.0176
Portugal,1968,2153.9617,6730.4805
Portugal,1969,2142.0986,6944.7725
Portugal,1970,2097.2881,7516.2354
Portugal,1971,2097.0461,8030.1289
Portugal,1972,2096.6499,8584.4258
Portugal,1973,2095.2966,9402.585
Portugal,1974,2105.0916,9404.5156
Portugal,1975,2105.2266,8754.8887
Portugal,1976,2100.8796,9169.9219
Portugal,1977,2101.811,9562.1943
Portugal,1978,2087.2092,9675.2852
Portugal,1979,2072.2349,10048.989
Portugal,1980,2053.4819,10344.168
Portugal,1981,2036.1785,10183.947
Portugal,1982,2016.1331,10165.53
Portugal,1983,1998.1772,9887.8438
Portugal,1984,1981.213,9489.8643
Portugal,1985,1966.8304,9628.8691
Portugal,1986,1954.4536,10581.719
Portugal,1987,1969.7723,11458.264
Portugal,1988,1949.9332,12428.899
Portugal,1989,1978.3394,13286.401
Portugal,1990,1967.8943,14128.191
Portugal,1991,1888.8375,14736.718
Portugal,1992,1871.9889,15202.854
Portugal,1993,1859.4235,15528.333
Portugal,1994,1855.101,16496.576
Portugal,1995,1893.4019,17108.186
Portugal,1996,1894.422,17506.881
Portugal,1997,1889.6281,18897.965
Portugal,1998,1905.3082,19846.367
Portugal,1999,1907.0874,21029.49
Portugal,2000,1916.8097,22161.697
Portugal,2001,1900.4532,21966.422
Portugal,2002,1893.5931,21934.158
Portugal,2003,1886.6373,21745.818
Portugal,2004,1892.8103,21659.334
Portugal,2005,1894.8535,23783.926
Portugal,2006,1882.9833,24823.982
Portugal,2007,1899.9846,25296.4
Portugal,2008,1886.8917,25166.094
Portugal,2009,1887.0959,24704.049
Portugal,2010,1889.7576,25788.273
Portugal,2011,1866.5815,24962.734
Portugal,2012,1849.0493,24758.654
Portugal,2013,1859.1348,25030.643
Portugal,2014,1866.8982,25493.186
Portugal,2015,1874.9194,26448.623
Portugal,2016,1864.5854,24574.215
Portugal,2017,1863.1744,24309.6
Romania,1995,1822.6454,7646.0952
Romania,1996,1861.4635,8061.9619
Romania,1997,1860.5239,7668.4834
Romania,1998,1859.1493,7488.4434
Romania,1999,1850.0447,7504.0562
Romania,2000,1852.999,7741.5005
Romania,2001,1852.4805,8415.834
Romania,2002,1867.1761,8755.6816
Romania,2003,1837.0599,9238.1816
Romania,2004,1845.963,10362.055
Romania,2005,1852.9121,10917.66
Romania,2006,1869.286,12561.392
Romania,2007,1878.15,14175.004
Romania,2008,1878.428,16495.373
Romania,2009,1867.8512,16272.979
Romania,2010,1860.6654,16775.609
Romania,2011,1893.7997,17443.131
Romania,2012,1811.5428,18493.816
Romania,2013,1806.4569,18643.063
Romania,2014,1792.5336,19073.557
Romania,2015,1785.6711,20281.779
Romania,2016,1792.7908,21949.105
Romania,2017,1805.9998,24348.965
Russia,1992,1933,13713.351
Russia,1993,1939,11734.598
Russia,1994,1895,9954.2227
Russia,1995,1891,9336.3516
Russia,1996,1894,9130.0195
Russia,1997,1951,8880.3604
Russia,1998,1946,8069.8242
Russia,1999,1964,7795.9819
Russia,2000,1982,8878.4844
Russia,2001,1980,9129.9863
Russia,2002,1982,9365.5381
Russia,2003,1993,10360.238
Russia,2004,1993,11741.779
Russia,2005,1989,13534.59
Russia,2006,1998,15896.092
Russia,2007,1999,18717.902
Russia,2008,1997,21485.617
Russia,2009,1974,19173.172
Russia,2010,1976,21754.066
Russia,2011,1979,24897.619
Russia,2012,1982,26074.131
Russia,2013,1980,26309.439
Russia,2014,1985,25786.709
Russia,2015,1978,22832.863
Russia,2016,1974,22083.898
